                                                                                                                                                                                                                                                                
                        1
               freq_units
CYC_PER_DAY              
                        1                         2                         3                         4                         5                         6                         7                         8                         9
                   E_norm                    M_star                    R_star                  Re(freq)                  Im(freq)                         l                      n_pg                 Re(omega)                 Im(omega)
  0.9047101938854978E-003   0.5965229612094151E+034   0.2760202582035396E+012   0.4488481558114846E+000   0.0000000000000000E+000                         1                       -75   0.2372250590126481E+000   0.0000000000000000E+000
  0.9623278744619764E-003   0.5965229612094151E+034   0.2760202582035396E+012   0.4547728897073168E+000   0.0000000000000000E+000                         1                       -74   0.2403563971497782E+000   0.0000000000000000E+000
  0.1341886455834678E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.4615372124943509E+000   0.0000000000000000E+000                         1                       -73   0.2439314744928802E+000   0.0000000000000000E+000
  0.9828377130743947E-003   0.5965229612094151E+034   0.2760202582035396E+012   0.4667066334314166E+000   0.0000000000000000E+000                         1                       -72   0.2466636149082497E+000   0.0000000000000000E+000
  0.1321757773326875E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.4734849535995510E+000   0.0000000000000000E+000                         1                       -71   0.2502460901419625E+000   0.0000000000000000E+000
  0.1016593478691786E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.4810785903247305E+000   0.0000000000000000E+000                         1                       -70   0.2542594761766996E+000   0.0000000000000000E+000
  0.1741219405615537E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.4879081510775323E+000   0.0000000000000000E+000                         1                       -69   0.2578690330650080E+000   0.0000000000000000E+000
  0.1671539363207405E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.4931866455219656E+000   0.0000000000000000E+000                         1                       -68   0.2606588209695940E+000   0.0000000000000000E+000
  0.1076180210339680E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5017954523908577E+000   0.0000000000000000E+000                         1                       -67   0.2652087443480453E+000   0.0000000000000000E+000
  0.1745392156740351E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5109737498608871E+000   0.0000000000000000E+000                         1                       -66   0.2700596546854777E+000   0.0000000000000000E+000
  0.1992687161362166E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5173612389929615E+000   0.0000000000000000E+000                         1                       -65   0.2734355680465552E+000   0.0000000000000000E+000
  0.1604620019746654E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5254532212167871E+000   0.0000000000000000E+000                         1                       -64   0.2777123394573807E+000   0.0000000000000000E+000
  0.2233453660475363E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5337479968583416E+000   0.0000000000000000E+000                         1                       -63   0.2820962911693064E+000   0.0000000000000000E+000
  0.1871071305580039E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5419056866123275E+000   0.0000000000000000E+000                         1                       -62   0.2864077902993351E+000   0.0000000000000000E+000
  0.2348452516701416E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5507664747877724E+000   0.0000000000000000E+000                         1                       -61   0.2910908907434446E+000   0.0000000000000000E+000
  0.2327322537555424E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5595647387157155E+000   0.0000000000000000E+000                         1                       -60   0.2957409458957080E+000   0.0000000000000000E+000
  0.3036819112734366E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5673398458930311E+000   0.0000000000000000E+000                         1                       -59   0.2998502426257653E+000   0.0000000000000000E+000
  0.2389752483766462E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5766798005901725E+000   0.0000000000000000E+000                         1                       -58   0.3047865919802570E+000   0.0000000000000000E+000
  0.2162232054121834E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5885572211780860E+000   0.0000000000000000E+000                         1                       -57   0.3110640418559099E+000   0.0000000000000000E+000
  0.5615091365500651E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.5984440419152978E+000   0.0000000000000000E+000                         1                       -56   0.3162894206448507E+000   0.0000000000000000E+000
  0.2896960665775103E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6072639101749463E+000   0.0000000000000000E+000                         1                       -55   0.3209508941104065E+000   0.0000000000000000E+000
  0.2836441677959219E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6196244838241076E+000   0.0000000000000000E+000                         1                       -54   0.3274836998608305E+000   0.0000000000000000E+000
  0.4919746848691821E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6346128843637158E+000   0.0000000000000000E+000                         1                       -53   0.3354053636940826E+000   0.0000000000000000E+000
  0.3942257619745974E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6428466348264736E+000   0.0000000000000000E+000                         1                       -52   0.3397570624013923E+000   0.0000000000000000E+000
  0.5058541220225576E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6574019651489840E+000   0.0000000000000000E+000                         1                       -51   0.3474498401258847E+000   0.0000000000000000E+000
  0.6690232617717813E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6707856332680704E+000   0.0000000000000000E+000                         1                       -50   0.3545233713819415E+000   0.0000000000000000E+000
  0.5381477672683643E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6806844477047581E+000   0.0000000000000000E+000                         1                       -49   0.3597550890764323E+000   0.0000000000000000E+000
  0.9270890301381811E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.6977618040442174E+000   0.0000000000000000E+000                         1                       -48   0.3687808070457620E+000   0.0000000000000000E+000
  0.6640494025188767E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.7103327559545581E+000   0.0000000000000000E+000                         1                       -47   0.3754248018359027E+000   0.0000000000000000E+000
  0.1303185534185300E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.7234162009741490E+000   0.0000000000000000E+000                         1                       -46   0.3823396592919835E+000   0.0000000000000000E+000
  0.9890796425296292E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.7390438385839706E+000   0.0000000000000000E+000                         1                       -45   0.3905991724619012E+000   0.0000000000000000E+000
  0.8168243470208576E-002   0.5965229612094151E+034   0.2760202582035396E+012   0.7584436929778333E+000   0.0000000000000000E+000                         1                       -44   0.4008523762321173E+000   0.0000000000000000E+000
  0.3829266977033606E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.7745425589531199E+000   0.0000000000000000E+000                         1                       -43   0.4093609428410621E+000   0.0000000000000000E+000
  0.1188670473259296E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.7901841739791392E+000   0.0000000000000000E+000                         1                       -42   0.4176278433497477E+000   0.0000000000000000E+000
  0.1299843881380448E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.8131334893045945E+000   0.0000000000000000E+000                         1                       -41   0.4297570068806491E+000   0.0000000000000000E+000
  0.2829760416594363E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.8380917290160523E+000   0.0000000000000000E+000                         1                       -40   0.4429479263747889E+000   0.0000000000000000E+000
  0.2844701318524543E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.8510991990263823E+000   0.0000000000000000E+000                         1                       -39   0.4498226295474622E+000   0.0000000000000000E+000
  0.1965290954612300E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.8716105873181758E+000   0.0000000000000000E+000                         1                       -38   0.4606633007966400E+000   0.0000000000000000E+000
  0.3153782708181108E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.9018979004781809E+000   0.0000000000000000E+000                         1                       -37   0.4766707401916554E+000   0.0000000000000000E+000
  0.2991328273118049E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.9252986680144583E+000   0.0000000000000000E+000                         1                       -36   0.4890385050757472E+000   0.0000000000000000E+000
  0.4569081056028758E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.9445932918768378E+000   0.0000000000000000E+000                         1                       -35   0.4992360924449203E+000   0.0000000000000000E+000
  0.4879404959625695E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.9786248245028540E+000   0.0000000000000000E+000                         1                       -34   0.5172224253082066E+000   0.0000000000000000E+000
  0.4286965287885006E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.9998288487863333E+000   0.0000000000000000E+000                         1                       -33   0.5284291682720045E+000   0.0000000000000000E+000
  0.7886758782848101E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.1024949658358761E+001   0.0000000000000000E+000                         1                       -32   0.5417060091281081E+000   0.0000000000000000E+000
  0.4058465512063974E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.1072013919763666E+001   0.0000000000000000E+000                         1                       -31   0.5665803949189553E+000   0.0000000000000000E+000
  0.1458158406089340E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1105817581601575E+001   0.0000000000000000E+000                         1                       -30   0.5844462935987520E+000   0.0000000000000000E+000
  0.2083178597189907E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1128682400525048E+001   0.0000000000000000E+000                         1                       -29   0.5965307991229601E+000   0.0000000000000000E+000
  0.6067732340188000E-001   0.5965229612094151E+034   0.2760202582035396E+012   0.1176066883004315E+001   0.0000000000000000E+000                         1                       -28   0.6215744280359616E+000   0.0000000000000000E+000
  0.2910476318369719E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1237418586324864E+001   0.0000000000000000E+000                         1                       -27   0.6540000072709499E+000   0.0000000000000000E+000
  0.1812284534466614E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1274807591403886E+001   0.0000000000000000E+000                         1                       -26   0.6737608302162053E+000   0.0000000000000000E+000
  0.1832172646487449E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1311155557795676E+001   0.0000000000000000E+000                         1                       -25   0.6929714437848252E+000   0.0000000000000000E+000
  0.5465858587599736E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1369395739347429E+001   0.0000000000000000E+000                         1                       -24   0.7237525227012429E+000   0.0000000000000000E+000
  0.1928489756341888E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1431464426551740E+001   0.0000000000000000E+000                         1                       -23   0.7565570419896426E+000   0.0000000000000000E+000
  0.6002703927313514E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1483981911509730E+001   0.0000000000000000E+000                         1                       -22   0.7843135634480654E+000   0.0000000000000000E+000
  0.4866141619916421E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1569089197441085E+001   0.0000000000000000E+000                         1                       -21   0.8292944342972965E+000   0.0000000000000000E+000
  0.3611647915248437E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1636961929766092E+001   0.0000000000000000E+000                         1                       -20   0.8651665053366434E+000   0.0000000000000000E+000
  0.1197497744370827E+001   0.5965229612094151E+034   0.2760202582035396E+012   0.1707016740449774E+001   0.0000000000000000E+000                         1                       -19   0.9021918476119413E+000   0.0000000000000000E+000
  0.4604319981771982E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1830048879162529E+001   0.0000000000000000E+000                         1                       -18   0.9672167474331712E+000   0.0000000000000000E+000
  0.7182332580782080E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.1905272063388907E+001   0.0000000000000000E+000                         1                       -17   0.1006973676555359E+001   0.0000000000000000E+000
  0.1722458713660967E+001   0.5965229612094151E+034   0.2760202582035396E+012   0.2033991845956087E+001   0.0000000000000000E+000                         1                       -16   0.1075004607773932E+001   0.0000000000000000E+000
  0.4274291871466970E+000   0.5965229612094151E+034   0.2760202582035396E+012   0.2161795578146653E+001   0.0000000000000000E+000                         1                       -15   0.1142551388390933E+001   0.0000000000000000E+000
