                                                                                                                                                                                                                                                                
                        1
               freq_units
CYC_PER_DAY              
                        1                         2                         3                         4                         5                         6                         7                         8                         9
                   E_norm                    M_star                    R_star                  Re(freq)                  Im(freq)                         l                      n_pg                 Re(omega)                 Im(omega)
  0.1434892916974190E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.2531072146565362E+000   0.0000000000000000E+000                         1                       -64   0.4805437967687755E-001   0.0000000000000000E+000
  0.1350949805153845E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.2571521079550787E+000   0.0000000000000000E+000                         1                       -63   0.4882233423156846E-001   0.0000000000000000E+000
  0.1261669142243354E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.2613149403693993E+000   0.0000000000000000E+000                         1                       -62   0.4961268044765885E-001   0.0000000000000000E+000
  0.1171500716370748E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.2655976006225265E+000   0.0000000000000000E+000                         1                       -61   0.5042577691395326E-001   0.0000000000000000E+000
  0.1087001418769967E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.2700031903958607E+000   0.0000000000000000E+000                         1                       -60   0.5126221250886769E-001   0.0000000000000000E+000
  0.1013496222348656E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.2745360634280266E+000   0.0000000000000000E+000                         1                       -59   0.5212281382365187E-001   0.0000000000000000E+000
  0.9522948406394782E-007   0.5965229612094151E+034   0.1394823255145231E+012   0.2792001689119537E+000   0.0000000000000000E+000                         1                       -58   0.5300833064339871E-001   0.0000000000000000E+000
  0.9060244420831168E-007   0.5965229612094151E+034   0.1394823255145231E+012   0.2839985257246985E+000   0.0000000000000000E+000                         1                       -57   0.5391933612547344E-001   0.0000000000000000E+000
  0.8810706779120732E-007   0.5965229612094151E+034   0.1394823255145231E+012   0.2889358045662918E+000   0.0000000000000000E+000                         1                       -56   0.5485671703872198E-001   0.0000000000000000E+000
  0.8851320658438737E-007   0.5965229612094151E+034   0.1394823255145231E+012   0.2940205405356672E+000   0.0000000000000000E+000                         1                       -55   0.5582209383827554E-001   0.0000000000000000E+000
  0.9254022314536797E-007   0.5965229612094151E+034   0.1394823255145231E+012   0.2992664285055928E+000   0.0000000000000000E+000                         1                       -54   0.5681806660258908E-001   0.0000000000000000E+000
  0.1010624747994556E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3046935948858189E+000   0.0000000000000000E+000                         1                       -53   0.5784845648759838E-001   0.0000000000000000E+000
  0.1149562365674351E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3103244848618981E+000   0.0000000000000000E+000                         1                       -52   0.5891752488691847E-001   0.0000000000000000E+000
  0.1349148986863748E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3161770766612583E+000   0.0000000000000000E+000                         1                       -51   0.6002868510730917E-001   0.0000000000000000E+000
  0.1617878543745058E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3222655205977561E+000   0.0000000000000000E+000                         1                       -50   0.6118462369626988E-001   0.0000000000000000E+000
  0.1968081669605250E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3286038827460758E+000   0.0000000000000000E+000                         1                       -49   0.6238801120783578E-001   0.0000000000000000E+000
  0.2410129147790654E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3352056853401573E+000   0.0000000000000000E+000                         1                       -48   0.6364141494363321E-001   0.0000000000000000E+000
  0.2946108775928981E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3420821162212211E+000   0.0000000000000000E+000                         1                       -47   0.6494695900261571E-001   0.0000000000000000E+000
  0.3577092750066592E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3492432439734995E+000   0.0000000000000000E+000                         1                       -46   0.6630655498406404E-001   0.0000000000000000E+000
  0.4313361100853744E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3567029517730407E+000   0.0000000000000000E+000                         1                       -45   0.6772283871728026E-001   0.0000000000000000E+000
  0.5175906521952739E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3644832873279862E+000   0.0000000000000000E+000                         1                       -44   0.6919999613169142E-001   0.0000000000000000E+000
  0.6186035865427843E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3726156470225684E+000   0.0000000000000000E+000                         1                       -43   0.7074398807582742E-001   0.0000000000000000E+000
  0.7360594255967589E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3811391290224347E+000   0.0000000000000000E+000                         1                       -42   0.7236223764151607E-001   0.0000000000000000E+000
  0.8693599071261766E-006   0.5965229612094151E+034   0.1394823255145231E+012   0.3900960138848785E+000   0.0000000000000000E+000                         1                       -41   0.7406277212247120E-001   0.0000000000000000E+000
